SSB
species: mackerel
life stage: recruited
population: canada
region: West-Atlantic
source: 2021 stock assessment
cited by: Smith 2022
unit: t
notes: ssb in june. recheck. should be TSB.

year	mean		low	high
1968	240192.0326	134596.9744	428629.3417
1969	278860.7504	152265.7313	510707.9408
1970	277459.0545	157288.6076	489441.2132
1971	268901.1157	161604.3706	447437.2181
1972	244747.7581	160007.0259	374367.7175
1973	215590.4765	148296.3422	313421.443
1974	208456.8867	144707.856	300289.6651
1975	215720.379	145001.1364	320930.4634
1976	260592.5011	168997.7251	401830.5665
1977	308785.5716	194862.4831	489311.8866
1978	324084.4916	199183.3376	527306.9475
1979	291151.6381	177291.6061	478134.7422
1980	250139.48	151926.5774	411842.0919
1981	215393.7475	131730.5956	352192.0345
1982	189858.9959	118437.8159	304349.0631
1983	199915.3007	127635.554	313126.9165
1984	287559.4599	176930.2186	467361.8992
1985	371945.4972	223047.463	620242.2168
1986	394404.888	237927.157	653793.4452
1987	358862.9108	224634.4057	573298.5932
1988	350632.487	221423.3724	555240.1249
1989	368680.05	237869.5355	571426.5972
1990	386314.2814	245896.4923	606916.848
1991	336647.6566	217945.1752	520000.7046
1992	281881.8726	188589.734	421324.0477
1993	222108.9642	148297.3906	332658.53
1994	169040.935	109514.8128	260922.1253
1995	133660.6318	80759.06132	221215.6034
1996	116534.8652	61049.42841	222448.8446
1997	101863.9272	50092.33274	207142.6721
1998	94025.44734	46271.21536	191064.4594
1999	79999.67254	39096.91825	163694.4264
2000	83274.1516	48512.81128	142943.3616
2001	160397.3501	95106.57565	270510.317
2002	188423.1639	134520.276	263925.1846
2003	185024.2905	120956.7093	283026.7809
2004	175092.4663	138137.9217	221933.0606
2005	176912.8104	138530.81	225929.109
2006	167714.2911	131996.7828	213096.7349
2007	149092.5538	114273.5869	194520.8004
2008	115475.729	78155.77422	170616.2355
2009	96583.67705	78824.08175	118344.6285
2010	72343.86886	55660.94283	94027.0699
2011	36803.50681	19799.9589	68409.13764
2012	30694.37678	15561.03954	60545.10453
2013	34405.5373	17500.032	67642.219
2014	31162.72045	15929.58918	60962.9749
2015	28770.15586	14918.3647	55483.41824
2016	31209.14162	16346.60213	59584.8919
2017	45774.29142	23090.50694	90742.30203
2018	45515.67095	22180.03757	93402.74091
2019	31706.61588	14594.38601	68883.30139
2020	27599.12271	10425.33573	73063.50549


